"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Uttar Pradesh","Deoria","Barhaj","Green Chilli","Green Chilly","23/04/2020","1550","1600","1580"
"Uttar Pradesh","Deoria","Barhaj","Gur(Jaggery)","Red","23/04/2020","3300","3350","3320"
"Uttar Pradesh","Deoria","Barhaj","Mustard","Mustard","23/04/2020","4225","4275","4250"
"Uttar Pradesh","Deoria","Barhaj","Onion","Red","23/04/2020","1200","1250","1225"
"Uttar Pradesh","Deoria","Barhaj","Pointed gourd (Parval)","Other","23/04/2020","1850","1900","1875"
"Uttar Pradesh","Deoria","Barhaj","Potato","Potato","23/04/2020","1450","1470","1460"
"Uttar Pradesh","Deoria","Barhaj","Rice","III","23/04/2020","2500","2520","2510"
"Uttar Pradesh","Deoria","Barhaj","Tomato","Tomato","23/04/2020","925","975","950"
"Uttar Pradesh","Deoria","Barhaj","Wheat","Dara","23/04/2020","1920","1960","1940"
"Uttar Pradesh","Firozabad","Firozabad","Apple","Delicious","23/04/2020","7070","7270","7170"
"Uttar Pradesh","Firozabad","Firozabad","Bajra(Pearl Millet/Cumbu)","Deshi","23/04/2020","1590","1690","1640"
"Uttar Pradesh","Firozabad","Firozabad","Banana","Banana - Ripe","23/04/2020","2000","2100","2050"
"Uttar Pradesh","Firozabad","Firozabad","Barley (Jau)","Dara","23/04/2020","1700","1800","1750"
"Uttar Pradesh","Firozabad","Firozabad","Bhindi(Ladies Finger)","Bhindi","23/04/2020","1600","1800","1700"
"Uttar Pradesh","Firozabad","Firozabad","Bitter gourd","Bitter Gourd","23/04/2020","1580","1680","1630"
"Uttar Pradesh","Firozabad","Firozabad","Bottle gourd","Bottle Gourd","23/04/2020","600","700","650"
"Uttar Pradesh","Firozabad","Firozabad","Brinjal","Round","23/04/2020","980","1080","1030"
"Uttar Pradesh","Firozabad","Firozabad","Cabbage","Cabbage","23/04/2020","670","770","720"
"Uttar Pradesh","Firozabad","Firozabad","Cauliflower","Cauliflower","23/04/2020","1200","1300","1250"
"Uttar Pradesh","Firozabad","Firozabad","Cucumbar(Kheera)","Cucumbar","23/04/2020","500","600","550"
"Uttar Pradesh","Firozabad","Firozabad","Ginger(Green)","Green Ginger","23/04/2020","4875","4975","4925"
"Uttar Pradesh","Firozabad","Firozabad","Grapes","Green","23/04/2020","3000","3200","3100"
"Uttar Pradesh","Firozabad","Firozabad","Green Chilli","Green Chilly","23/04/2020","1525","1725","1625"
"Uttar Pradesh","Firozabad","Firozabad","Gur(Jaggery)","Red","23/04/2020","3200","3300","3250"
"Uttar Pradesh","Firozabad","Firozabad","Jack Fruit","Jack Fruit","23/04/2020","1700","1900","1800"
"Uttar Pradesh","Firozabad","Firozabad","Lemon","Lemon","23/04/2020","3350","3550","3450"
"Uttar Pradesh","Firozabad","Firozabad","Onion","Red","23/04/2020","1100","1300","1200"
"Uttar Pradesh","Firozabad","Firozabad","Orange","Orange","23/04/2020","2100","2300","2200"
"Uttar Pradesh","Firozabad","Firozabad","Papaya","Papaya","23/04/2020","1600","1800","1700"
"Uttar Pradesh","Firozabad","Firozabad","Potato","Local","23/04/2020","1180","1460","1280"
"Uttar Pradesh","Firozabad","Firozabad","Pumpkin","Pumpkin","23/04/2020","950","1050","1000"
"Uttar Pradesh","Firozabad","Firozabad","Raddish","Raddish","23/04/2020","640","740","690"
"Uttar Pradesh","Firozabad","Firozabad","Rice","III","23/04/2020","2530","2630","2580"
"Uttar Pradesh","Firozabad","Firozabad","Sponge gourd","Sponge gourd","23/04/2020","1520","1620","1570"
"Uttar Pradesh","Firozabad","Firozabad","Tomato","Hybrid","23/04/2020","1000","1100","1050"
"Uttar Pradesh","Firozabad","Firozabad","Wheat","Dara","23/04/2020","1900","1945","1930"
"Uttar Pradesh","Meerut","Sardhana","Banana - Green","Banana - Green","23/04/2020","800","900","850"
"Uttar Pradesh","Meerut","Sardhana","Green Chilli","Green Chilly","23/04/2020","1500","1700","1600"
"Uttar Pradesh","Meerut","Sardhana","Potato","Desi","23/04/2020","800","900","850"
"Uttar Pradesh","Rampur","Milak","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","23/04/2020","7700","7860","7780"
"Uttar Pradesh","Rampur","Milak","Banana","Banana - Ripe","23/04/2020","2585","2700","2640"
"Uttar Pradesh","Rampur","Milak","Banana - Green","Banana - Green","23/04/2020","1580","1685","1630"
"Uttar Pradesh","Rampur","Milak","Bengal Gram(Gram)(Whole)","Desi (Whole)","23/04/2020","4800","4915","4860"
"Uttar Pradesh","Rampur","Milak","Bhindi(Ladies Finger)","Bhindi","23/04/2020","2005","2090","2050"
"Uttar Pradesh","Rampur","Milak","Bitter gourd","Bitter Gourd","23/04/2020","2250","2340","2300"
"Uttar Pradesh","Rampur","Milak","Black Gram Dal (Urd Dal)","Black Gram Dal","23/04/2020","8300","8445","8380"
"Uttar Pradesh","Rampur","Milak","Bottle gourd","Bottle Gourd","23/04/2020","1000","1100","1050"
"Uttar Pradesh","Rampur","Milak","Brinjal","Brinjal","23/04/2020","975","1060","1020"
"Uttar Pradesh","Rampur","Milak","Cabbage","Cabbage","23/04/2020","985","1065","1025"
"Uttar Pradesh","Rampur","Milak","Cauliflower","Cauliflower","23/04/2020","1000","1105","1050"
"Uttar Pradesh","Rampur","Milak","Cucumbar(Kheera)","Cucumbar","23/04/2020","970","1060","1020"
"Uttar Pradesh","Rampur","Milak","Garlic","Garlic","23/04/2020","6190","6320","6260"
"Uttar Pradesh","Rampur","Milak","Ginger(Green)","Green Ginger","23/04/2020","5230","5335","5280"
"Uttar Pradesh","Rampur","Milak","Grapes","Green","23/04/2020","4190","4305","4250"
"Uttar Pradesh","Rampur","Milak","Green Chilli","Green Chilly","23/04/2020","1950","2050","2000"
"Uttar Pradesh","Rampur","Milak","Mustard","Sarson(Black)","23/04/2020","4130","4260","4200"
"Uttar Pradesh","Rampur","Milak","Mustard Oil","Mustard Oil","23/04/2020","9560","9690","9620"
"Uttar Pradesh","Rampur","Milak","Onion","Red","23/04/2020","1480","1590","1530"
"Uttar Pradesh","Rampur","Milak","Orange","Orange","23/04/2020","2935","3050","2990"
"Uttar Pradesh","Rampur","Milak","Pomegranate","Pomogranate","23/04/2020","4860","4985","4920"
"Uttar Pradesh","Rampur","Milak","Potato","Potato","23/04/2020","1360","1470","1420"
"Uttar Pradesh","Rampur","Milak","Pumpkin","Pumpkin","23/04/2020","850","950","900"
"Uttar Pradesh","Rampur","Milak","Raddish","Raddish","23/04/2020","540","625","585"
"Uttar Pradesh","Rampur","Milak","Rice","Common","23/04/2020","2510","2660","2580"
"Uttar Pradesh","Rampur","Milak","Tomato","Tomato","23/04/2020","1430","1530","1475"
"Uttar Pradesh","Rampur","Milak","Wheat","Dara","23/04/2020","1850","2000","1925"
"Uttrakhand","Dehradoon","Dehradoon","Bottle gourd","Other","23/04/2020","1000","1500","1200"
"Uttrakhand","Dehradoon","Dehradoon","Brinjal","Other","23/04/2020","1000","1500","1200"
"Uttrakhand","Dehradoon","Dehradoon","Carrot","Other","23/04/2020","2000","3000","2500"
"Uttrakhand","Dehradoon","Dehradoon","Cauliflower","Other","23/04/2020","1000","1500","1200"
"Uttrakhand","Dehradoon","Dehradoon","Onion","Other","23/04/2020","1200","2000","1500"
"Uttrakhand","Dehradoon","Dehradoon","Potato","Other","23/04/2020","1200","2200","1800"
"Uttrakhand","Dehradoon","Dehradoon","Pumpkin","Other","23/04/2020","1000","1500","1200"
"Uttrakhand","Dehradoon","Dehradoon","Tomato","Other","23/04/2020","1500","2500","2000"
"West Bengal","Medinipur(W)","Jhargram","Brinjal","Round/Long","23/04/2020","300","500","400"
"West Bengal","Medinipur(W)","Jhargram","Mustard Oil","Mustard Oil","23/04/2020","10000","10300","10200"
"West Bengal","Medinipur(W)","Jhargram","Potato","Jyoti","23/04/2020","1800","2000","1900"
"West Bengal","Medinipur(W)","Jhargram","Rice","Common","23/04/2020","2500","2700","2600"
"West Bengal","Medinipur(W)","Jhargram","Rice","Fine","23/04/2020","3400","3600","3500"
